i t_now Tx Ty Tz u1 u2 u3 theta_x theta_y theta_z psi_1 psi_2 psi_3 dpsi_1 dpsi_2 dpsi_3 e_x e_y abort kp_x ki_x kd_x kp_y ki_y kd_y cost autotune steer_active
98 1.2425308227539062 0.001662520849595239 0.001661768043817715 0.0 0.0005740776210538306 -0.0021408075577773102 0.0015667299367234798 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
99 1.253955364227295 0.001662893210847187 0.0016621404014525386 0.0 0.0005742061216705092 -0.0021412871205388033 0.0015670809988682938 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
100 1.2652397155761719 0.001663262719857954 0.0016625099068738878 0.0 0.0005743336379883417 -0.002141763009908797 0.0015674293719204553 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
101 1.2770962715148926 0.0016636498707964617 0.001662897054051604 0.0 0.0005744672424761492 -0.0021422616202561784 0.0015677943777800294 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
102 1.2896804809570312 0.0016640598629797407 0.001663307042252211 0.0 0.0005746087294007666 -0.00214278964776327 0.0015681809183625034 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
103 1.3018059730529785 0.0016644549488998449 0.0016637021243344429 0.0 0.0005747450722240566 -0.0021432984775458554 0.0015685534053217986 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
104 1.313950777053833 0.0016648505088981834 0.0016640976804903039 0.0 0.0005748815786501523 -0.00214380791789215 0.0015689263392419978 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
105 1.3258748054504395 0.0016652397970746333 0.001664486964885201 0.0 0.0005750159206915912 -0.002144309280780845 0.0015692933600892538 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
106 1.3378477096557617 0.001665630421996269 0.0016648775860122987 0.0 0.0005751507240393017 -0.002144812365259016 0.0015696616412197145 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
107 1.350557804107666 0.0016660437949013837 0.001665290954901901 0.0 0.0005752933776396631 -0.0021453447467860032 0.0015700513691463405 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
108 1.3625319004058838 0.0016664345519431833 0.0016656817081478791 0.0 0.0005754282265815981 -0.002145848001421274 0.001570419774839676 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
109 1.3750195503234863 0.001666841248894144 0.0016660884011481779 0.0 0.0005755685763326162 -0.002146371785010122 0.0015708032086775058 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
110 1.3868963718414307 0.0016672283687455545 0.0016664755172390987 0.0 0.000575702170092371 -0.0021468703553205386 0.0015711681852281678 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
111 1.398834228515625 0.0016676179133905576 0.0016668650581000575 0.0 0.000575836600640246 -0.002147372048514191 0.0015715354478739454 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
112 1.41099214553833 0.001668013815346967 0.0016672609562106676 0.0 0.0005759732250749226 -0.0021478819292670964 0.0015719087041921739 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
113 1.4229238033294678 0.0016684029480879302 0.001667650085171588 0.0 0.0005761075134760978 -0.002148383091970969 0.001572275578494871 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
114 1.4349079132080078 0.0016687938061627958 0.0016680409394496509 0.0 0.000576242397284204 -0.0021488864767263737 0.0015726440794421699 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
115 1.4470117092132568 0.0016691881382207895 0.0016684352676770951 0.0 0.0005763784799522134 -0.0021493943356125688 0.0015730158556603552 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
116 1.4590754508972168 0.0016695815065787653 0.0016688286322138833 0.0 0.0005765142300505849 -0.0021499009533528617 0.001573386723302277 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
117 1.471315622329712 0.0016699808747465282 0.001669227996502176 0.0 0.000576652050663151 -0.0021504152982273154 0.0015737632475641642 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
118 1.4832215309143066 0.0016703699375415224 0.0016696170555178067 0.0 0.0005767863149262072 -0.0021509163708480173 0.00157413005592181 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
119 1.495427131652832 0.0016707670441229536 0.001670014158241737 0.0 0.0005769233550729305 -0.0021514278030332987 0.001574504447960368 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
120 1.5075318813323975 0.0016711614461269162 0.0016704085564144709 0.0 0.0005770594618790585 -0.0021519357520026635 0.0015748762901236053 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
121 1.519606113433838 0.0016715546901365029 0.0016708017966040776 0.0 0.000577195169065219 -0.0021524422095950987 0.00157524704052988 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
122 1.5316221714019775 0.0016719457735928243 0.001671192876261407 0.0 0.0005773301306517083 -0.0021529458846184972 0.0015756157539667886 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
123 1.5434203147888184 0.0016723303365304785 0.0016715774354634093 0.0 0.0005774628420291188 -0.002153441161888579 0.0015759783198594601 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
124 1.5552418231964111 0.0016727169978472032 0.0016719640930240986 0.0 0.0005775962775500947 -0.0021539391416537687 0.001576342864103674 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
125 1.5672731399536133 0.0016731106071301836 0.0016723576984835507 0.0 0.0005777321107908757 -0.0021544460696805373 0.0015767139588896617 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
126 1.5797348022460938 0.0016735158119004722 0.0016727628993176724 0.0 0.0005778719455953587 -0.0021549679314950866 0.001577095985899728 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
127 1.5921404361724854 0.001673919337967504 0.0016731664214648444 0.0 0.0005780112010849893 -0.00215548763131355 0.0015774764302285606 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
128 1.6042420864105225 0.0016743139420375994 0.001673561021701748 0.0 0.0005781473776234607 -0.002155995840523184 0.0015778484628997237 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
129 1.616318702697754 0.0016747074813746109 0.0016739545572159108 0.0 0.0005782831867261229 -0.002156502678466783 0.00157821949174066 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
130 1.6286451816558838 0.001675108924606121 0.0016743559965477937 0.0 0.0005784217234362148 -0.0021570196958086204 0.0015785979723724058 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
131 1.6406075954437256 0.001675499044362425 0.0016747461125144669 0.0 0.0005785563524530668 -0.002157522129686117 0.0015789657772330508 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
132 1.6526243686676025 0.0016758916666300648 0.0016751387309681663 0.0 0.0005786918450781708 -0.002158027786539261 0.0015793359414610904 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
133 1.6652452945709229 0.0016763018064770562 0.0016755488668310514 0.0 0.000578833382961039 -0.0021585560042219343 0.0015797226212608958 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
134 1.6770985126495361 0.0016766883201300685 0.0016759353767294627 0.0 0.0005789667675237639 -0.0021590537938115423 0.0015800870262877788 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
135 1.689316749572754 0.0016770863981832916 0.0016763334509157478 0.0 0.0005791041429221378 -0.0021595664771519667 0.001580462334229829 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
136 1.7011845111846924 0.0016774733625992153 0.0016767204115726918 0.0 0.0005792376830416285 -0.0021600648472775603 0.0015808271642359323 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
137 1.7133691310882568 0.001677870826682266 0.0016771178717947686 0.0 0.0005793748465609595 -0.0021605767398879348 0.0015812018933269753 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
138 1.725736379623413 0.0016782735755718646 0.0016775206167720567 0.0 0.0005795138338492697 -0.002161095438782284 0.0015815816049330146 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
139 1.737964153289795 0.0016786727805323664 0.001677919817854674 0.0 0.0005796515981395583 -0.0021616095734626733 0.0015819579753231152 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
140 1.750619649887085 0.0016790848244640697 0.0016783318577837745 0.0 0.0005797937931156617 -0.0021621402434094258 0.0015823464502937642 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
141 1.7626066207885742 0.0016794755892776435 0.0016787226188014514 0.0 0.0005799286447396096 -0.002162643508053937 0.0015827148633143278 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
142 1.7748496532440186 0.0016798749574454062 0.001679121983089744 0.0 0.0005800664653521758 -0.002163157852928391 0.001583091387576215 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
143 1.7868952751159668 0.001680267626343692 0.0016795146481736365 0.0 0.000580201974069359 -0.0021636635698369816 0.0015834615957676225 -0.010986252558259729 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.010986252558259729 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
144 1.7989568710327148 0.0016806611190500573 0.0033293356530488837 0.0 -0.00019720982067546785 -0.002941717935480543 0.0031389277561560108 -0.02197261183822524 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
145 1.8113124370574951 0.0016810647306066072 0.003330142872241293 0.0 -0.00019726079999609296 -0.0029424280097130598 0.003139688809709153 -0.02197261183822524 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
146 1.8233928680419922 0.0016814577570065123 0.0033309289212232374 0.0 -0.00019731044232800785 -0.0029431194614684486 0.003140429903796456 -0.02197261183822524 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
147 1.8355326652526855 0.0016818531460258154 0.003331719695421027 0.0 -0.00019736038307737358 -0.0029438150697826083 0.003141175452859982 -0.02197261183822524 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
148 1.847618579864502 0.0016822470972668666 0.0033325075940762792 0.0 -0.00019741014222401406 -0.00294450814861199 0.003141918290836004 -0.02197261183822524 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
149 1.8597743511199951 0.0016826437997160325 0.0033333009951210355 0.0 -0.00019746024886992282 -0.0029452060676446786 0.0031426663165146015 -0.02197261183822524 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.01098635927996551 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
150 1.8722937107086182 0.0033324934551738745 0.0033341166233324324 0.0 0.0011492518630300545 -0.004292687161196929 0.0031434352981668753 -0.02197261183822524 -0.02197271855993102 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.02197271855993102 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
151 1.8843350410461426 0.003333278761883349 0.003334901926227665 0.0 0.0011495228679383172 -0.004293698556775198 0.003144175688836881 -0.02197261183822524 -0.02197271855993102 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.02197271855993102 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
152 1.8964903354644775 0.003334071622757477 0.0033356947832508597 0.0 0.0011497964797461192 -0.004294719681353151 0.0031449232016070314 -0.02197261183822524 -0.02197271855993102 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.02197271855993102 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
153 1.908656120300293 0.0033348634111267468 0.003336486567774406 0.0 0.0011500697214385542 -0.00429573942465337 0.0031456697032148156 -0.02197261183822524 -0.02197271855993102 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.02197271855993102 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
154 1.9206736087799072 0.0033356477696797524 0.0033372709225177742 0.0 0.001150340399143377 -0.004296749599102048 0.003146409199958671 -0.02197261183822524 -0.02197271855993102 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.02197271855993102 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
155 1.9333250522613525 0.003336472012978646 0.0033380951618133103 0.0 0.0011506248408486468 -0.004297811141067576 0.0031471863002189293 -0.02197261183822524 -0.02197271855993102 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.02197271855993102 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
156 1.9453208446502686 0.003337254226521935 0.0033388773715573804 0.0 0.0011508947783227359 -0.0042988185529607885 0.0031479237746380524 -0.02197261183822524 -0.02197271855993102 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.02197271855993102 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
157 1.9574763774871826 0.0033380467298944434 0.003339669871080693 0.0 0.0011511682667587485 -0.004299839217112829 0.003148670950354081 -0.02197261183822524 -0.02197271855993102 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.02197271855993102 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
158 1.9695625305175781 0.0033388359069475367 0.0033404590443007454 0.0 0.0011514406073007263 -0.004300855597302047 0.0031494149900013206 -0.02197261183822524 -0.02197271855993102 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.02197271855993102 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
159 1.9819750785827637 0.003339644886481636 0.0033412680199056233 0.0 0.0011517197815670097 -0.004301897481083028 0.003150177699516019 -0.02197261183822524 -0.02197271855993102 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.02197271855993102 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
160 1.9946024417877197 0.0033404670158579106 0.0033420901452888073 0.0 0.0011520034937695283 -0.004302956300530127 0.0031509528067605987 -0.02197261183822524 -0.02197271855993102 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.02197271855993102 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
161 2.0067269802093506 0.0033412582912900743 0.0033428814168777387 0.0 0.0011522765584502659 -0.0043039753832192565 0.0031516988247689906 -0.02197261183822524 -0.02197271855993102 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.02197271855993102 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
162 2.019106864929199 0.0033420645040725104 0.0033436876257443913 0.0 0.0011525547779261834 -0.004305013703704058 0.003152458925777874 -0.02197261183822524 -0.02197271855993102 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.02197271855993102 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
163 2.031198740005493 0.0033428554997207978 0.0033444786175508058 0.0 0.0011528277460550861 -0.004306032426059865 0.0031532046800047788 -0.02197261183822524 -0.02197271855993102 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.02197271855993102 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
164 2.043250322341919 0.003343641226106086 0.0033452643401198135 0.0 0.0011530988957911012 -0.004307044362138116 0.003153945466347015 -0.02197261183822524 -0.02197271855993102 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.02197271855993102 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
165 2.055290937423706 0.0033444259421607113 0.0033460490523630647 0.0 0.0011533696968677128 -0.0043080549970127046 0.0031546853001449917 -0.02197261183822524 -0.02197271855993102 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.02197271855993102 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
166 2.0673892498016357 0.003345213347249256 0.0033468364536271755 0.0 0.0011536414259147366 -0.004309069095090885 0.003155427669176149 -0.02197261183822524 -0.02197271855993102 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.02197271855993102 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
167 2.0795810222625732 0.0033460074671508265 0.0033476305696716977 0.0 0.0011539154722057952 -0.004310091841168785 0.0031561763689629896 -0.02197261183822524 -0.02197271855993102 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.02197271855993102 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
168 2.091603994369507 0.0033467912039618847 0.003348414302676139 0.0 0.0011541859353509847 -0.004311101214876748 0.0031569152795257634 -0.02197261183822524 -0.02197271855993102 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.02197271855993102 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
169 2.103632688522339 0.0033475770702391114 0.0033492001651364055 0.0 0.0011544571333629169 -0.004312113331121659 0.0031576561977587425 -0.02197261183822524 -0.02197271855993102 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.02197271855993102 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
170 2.115828037261963 0.003348370241984213 0.0033499933330290643 0.0 0.0011547308524505352 -0.004313134856069969 0.003158404003619434 -0.02197261183822524 -0.02197271855993102 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.02197271855993102 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
171 2.127864122390747 0.0033491555331501385 0.003350778620380823 0.0 0.001155001851994807 -0.004314146231629719 0.003159144379634912 -0.02197261183822524 -0.02197271855993102 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.02197271855993102 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
172 2.1399900913238525 0.0033499455806419573 0.0033515686640353736 0.0 0.0011552744929202701 -0.004315163732855937 0.0031598892399356667 -0.02197261183822524 -0.02197271855993102 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.02197271855993102 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
173 2.1525306701660156 0.003350766995014993 0.0033523900744187917 0.0 0.0011555579583792108 -0.004316221631451213 0.003160663673072003 -0.02197261183822524 -0.02197271855993102 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.02197271855993102 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
174 2.166022539138794 0.0033516448480132507 0.003353267923153309 0.0 0.0011558609004888234 -0.004317352217284871 0.003161491316796047 -0.02197261183822524 -0.02197271855993102 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.02197271855993102 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
175 2.1793980598449707 0.0033525174006614118 0.003354140471563474 0.0 0.0011561620134775653 -0.004318475976803933 0.0031623139633263687 -0.02197261183822524 -0.02197271855993102 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.02197271855993102 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
176 2.1934032440185547 0.0033534305375151514 0.003355053603982099 0.0 0.0011564771318463422 -0.004319652004673152 0.0031631748728268095 -0.02197261183822524 -0.02197271855993102 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.02197271855993102 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
177 2.20654559135437 0.0033542868782420496 0.0033559099405497416 0.0 0.0011567726501926583 -0.004320754884878079 0.0031639822346854205 -0.02197261183822524 -0.02197271855993102 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.02197271855993102 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
178 2.220890760421753 0.0033552219159558657 0.0033568449737220707 0.0 0.001157095326424502 -0.004321959118838974 0.0031648637924144717 -0.02197261183822524 -0.02197271855993102 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.02197271855993102 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
179 2.2335736751556396 0.0033560483664386706 0.0033576714201907975 0.0 0.0011573805298164689 -0.00432302350343404 0.003165642973617571 -0.02197261183822524 -0.02197271855993102 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02197261183822524 0.02197271855993102 0.0 8.6 0.17 0.02 8.6 0.17 0.02 inf 0.0 0.0
